rostime,x_acc,y_acc,z_acc
1592291186.574,-1.795,-9.591,-0.471
1592291186.578,-1.01,-9.022,-1.451
1592291186.582,0.108,-8.581,-2.756
1592291186.586,0.147,-8.924,-3.236
1592291186.59,-0.127,-9.885,-3.579
1592291186.593,-0.549,-8.787,-2.138
1592291186.597,-0.49,-9.924,-1.01
1592291186.601,0.265,-9.709,-1.432
1592291186.605,0.785,-9.365,-2.334
1592291186.609,0.873,-9.522,-2.873
1592291186.613,0.608,-9.787,-2.981
1592291186.617,0.069,-9.846,-2.275
1592291186.621,-0.167,-8.944,-0.853
1592291186.625,0.206,-9.561,-0.706
1592291186.629,0.471,-9.542,-1.912
1592291186.633,0.569,-8.865,-3.138
1592291186.637,0.382,-8.6,-3.619
1592291186.641,0.088,-9.101,-3.403
1592291186.645,-0.01,-9.365,-2.354
1592291186.649,0.127,-8.502,-1.226
1592291186.652,0.431,-9.542,-1.412
1592291186.656,0.549,-9.787,-2.599
1592291186.66,0.51,-9.228,-3.442
1592291186.664,-0.167,-8.826,-2.599
1592291186.668,-0.765,-10.268,-2.138
1592291186.672,-0.873,-8.698,-0.951
1592291186.676,-0.765,-9.12,-0.608
1592291186.68,0.088,-10.248,-1.893
1592291186.684,0.608,-8.424,-3.119
1592291186.688,0.549,-9.63,-3.295
1592291186.692,0.186,-9.159,-2.697
1592291186.696,-0.726,-8.718,-1.736
1592291186.7,-0.912,-9.807,-0.324
1592291186.704,0.029,-10.013,-0.608
1592291186.707,0.431,-9.669,-1.873
1592291186.711,0.304,-9.101,-2.716
1592291186.715,0.471,-9.346,-3.217
1592291186.719,-0.167,-9.424,-2.354
1592291186.723,-1.128,-9.326,-1.206
1592291186.727,-0.892,-9.669,-0.569
1592291186.731,-0.49,-9.669,-1.226
1592291186.735,-0.343,-8.806,-2.56
1592291186.739,0.206,-9.287,-3.217
1592291186.743,0.402,-9.228,-2.775
1592291186.747,0.265,-9.463,-1.755
1592291186.751,0.265,-10.248,-1.069
1592291186.755,0.431,-8.718,-0.892
1592291186.759,0.804,-9.885,-1.873
1592291186.763,0.853,-8.885,-2.677
1592291186.766,0.608,-9.542,-2.716
1592291186.77,0.304,-9.787,-1.912
1592291186.774,0.245,-9.287,-1.569
1592291186.778,0.0,-9.326,-1.128
1592291186.782,-0.343,-9.924,-1.677
1592291186.786,-0.206,-9.709,-2.658
1592291186.79,-0.363,-9.081,-2.118
1592291186.794,-0.304,-10.532,-2.432
1592291186.798,0.569,-9.444,-2.118
1592291186.802,0.932,-9.365,-1.853
1592291186.806,0.588,-10.15,-2.471
1592291186.81,0.245,-9.905,-3.04
1592291186.814,-0.431,-9.081,-2.314
1592291186.818,-1.03,-9.591,-1.294
1592291186.822,-0.932,-10.287,-1.314
1592291186.825,-0.402,-9.061,-0.932
1592291186.829,0.206,-10.052,-1.147
1592291186.833,0.363,-10.552,-2.638
1592291186.837,-0.088,-8.561,-2.54
1592291186.841,-0.932,-9.611,-1.775
1592291186.845,-1.226,-9.542,-1.451
1592291186.849,-1.108,-9.287,-1.069
1592291186.853,-0.667,-9.885,-0.745
1592291186.857,0.206,-9.807,-2.236
1592291186.861,0.853,-9.689,-2.913
1592291186.865,0.108,-10.071,-2.942
1592291186.869,-0.706,-10.532,-2.501
1592291186.873,-1.589,-9.463,-1.353
1592291186.877,-2.01,-9.807,-0.951
1592291186.881,-1.255,-9.611,-1.667
1592291186.884,-0.147,-9.924,-2.873
1592291186.888,-0.108,-8.885,-2.756
1592291186.892,-0.834,-10.287,-2.942
1592291186.896,-1.736,-9.003,-1.775
1592291186.9,-2.334,-9.189,-1.147
1592291186.904,-1.795,-9.767,-1.491
1592291186.908,-1.069,-9.865,-2.52
1592291186.912,-0.127,-9.748,-3.364
1592291186.916,-0.01,-9.385,-3.02
1592291186.92,-0.588,-9.728,-2.393
1592291186.924,-1.049,-9.463,-1.03
1592291186.928,-1.245,-10.071,-0.49
1592291186.932,-0.853,-9.826,-1.491
1592291186.936,-0.206,-9.483,-2.618
1592291186.939,0.069,-9.444,-2.962
1592291186.943,-0.167,-8.787,-3.001
1592291186.947,-0.51,-9.208,-2.236
1592291186.951,-0.402,-9.444,-1.275
1592291186.955,-0.186,-9.807,-1.755
1592291186.959,-0.745,-9.424,-2.579
1592291186.963,-1.226,-9.444,-3.197
1592291186.967,-0.99,-9.287,-3.315
1592291186.971,-1.245,-9.208,-2.52
1592291186.975,-1.245,-9.709,-1.334
1592291186.979,-0.431,-9.748,-1.275
1592291186.983,-0.206,-8.885,-1.755
1592291186.987,-0.51,-8.698,-2.079
1592291186.991,-0.127,-9.944,-2.677
1592291186.995,-0.451,-9.14,-1.991
1592291186.998,-1.471,-9.65,-1.226
1592291187.002,-0.549,-10.003,-1.716
1592291187.006,0.431,-8.316,-2.216
1592291187.01,0.726,-9.561,-2.599
1592291187.014,0.971,-10.405,-2.981
1592291187.018,0.186,-8.463,-2.157
1592291187.022,-0.834,-9.483,-0.686
1592291187.026,-0.853,-9.826,-0.686
1592291187.03,-0.245,-8.944,-1.089
1592291187.034,0.108,-9.503,-1.697
1592291187.038,0.304,-9.208,-2.795
1592291187.042,-0.127,-8.365,-2.942
1592291187.046,-0.892,-8.6,-1.628
1592291187.05,-1.167,-9.267,-0.834
1592291187.054,-0.549,-9.522,-0.765
1592291187.057,-0.029,-9.267,-1.373
1592291187.061,0.088,-9.287,-3.079
1592291187.065,-0.01,-8.522,-4.187
1592291187.069,-0.451,-9.611,-3.256
1592291187.073,-0.912,-10.071,-1.912
1592291187.077,-0.873,-9.65,-1.089
1592291187.081,-0.588,-8.483,-0.785
1592291187.085,0.167,-9.669,-2.05
1592291187.089,0.226,-8.218,-2.942
1592291187.093,-0.382,-8.826,-2.432
1592291187.097,-0.628,-9.248,-1.187
1592291187.101,-0.745,-9.042,-0.569
1592291187.105,-0.284,-8.6,-0.549
1592291187.109,0.471,-8.767,-1.912
1592291187.113,0.49,-9.003,-3.501
1592291187.116,-0.069,-9.503,-3.56
1592291187.12,-0.53,-9.326,-2.962
1592291187.124,-0.765,-8.865,-1.451
1592291187.128,-0.647,-9.542,-0.412
1592291187.132,0.343,-9.611,-0.971
1592291187.136,0.608,-10.091,-1.893
1592291187.14,-0.167,-9.522,-2.795
1592291187.144,-0.431,-9.326,-3.275
1592291187.148,-0.284,-8.081,-1.677
1592291187.152,-0.029,-9.228,-0.785
1592291187.156,0.569,-9.365,-0.834
1592291187.16,0.971,-9.405,-1.628
1592291187.164,0.951,-10.13,-2.756
1592291187.168,0.324,-8.924,-3.334
1592291187.171,-0.667,-8.846,-2.756
1592291187.175,-0.804,-9.826,-1.275
1592291187.179,-0.382,-11.091,-1.206
1592291187.183,-0.324,-9.424,-1.334
1592291187.187,-0.324,-9.748,-1.795
1592291187.191,-0.363,-9.326,-3.364
1592291187.195,-0.549,-7.924,-3.442
1592291187.199,-0.824,-9.483,-2.197
1592291187.203,-0.324,-10.572,-2.05
1592291187.207,0.147,-8.963,-1.108
1592291187.211,0.0,-10.228,-1.01
1592291187.215,-0.049,-9.542,-2.216
1592291187.219,-0.412,-9.248,-2.775
1592291187.223,-1.049,-9.728,-2.452
1592291187.227,-1.03,-9.826,-2.54
1592291187.23,-0.402,-8.738,-1.716
1592291187.234,0.069,-9.767,-1.471
1592291187.238,0.745,-8.502,-2.05
1592291187.242,0.873,-9.924,-3.138
1592291187.246,0.363,-8.924,-2.795
1592291187.25,-0.206,-9.228,-3.158
1592291187.254,-0.01,-9.424,-2.52
1592291187.258,0.608,-9.208,-1.814
1592291187.262,1.049,-10.346,-1.755
1592291187.266,0.726,-10.111,-2.256
1592291187.27,0.304,-9.463,-2.354
1592291187.274,-0.471,-9.042,-1.677
1592291187.278,-1.491,-10.111,-1.814
1592291187.281,-1.069,-9.189,-1.549
1592291187.285,-0.284,-9.228,-1.03
1592291187.289,-0.147,-10.787,-2.393
1592291187.292,-0.765,-8.424,-3.658
1592291187.296,-1.432,-7.796,-2.922
1592291187.3,-1.393,-10.032,-1.834
1592291187.304,-0.892,-9.924,-1.491
1592291187.308,-0.686,-9.405,-0.588
1592291187.312,-0.127,-9.964,-0.726
1592291187.316,0.588,-10.003,-2.697
1592291187.32,0.186,-9.307,-2.854
1592291187.324,-0.706,-9.542,-2.236
1592291187.328,-0.824,-9.405,-1.834
1592291187.332,-0.99,-7.698,-0.892
1592291187.336,-0.99,-10.013,-1.049
1592291187.34,-0.873,-8.679,-1.853
1592291187.344,-0.745,-8.62,-2.236
1592291187.348,-0.647,-9.326,-1.912
1592291187.351,-1.147,-9.63,-2.314
1592291187.355,-1.834,-8.179,-1.353
1592291187.359,-1.667,-9.208,-1.01
1592291187.363,-0.912,-10.209,-1.412
1592291187.367,-0.853,-9.081,-1.932
1592291187.371,-0.745,-8.679,-1.608
1592291187.375,-0.382,-9.444,-1.991
1592291187.379,-0.412,-8.561,-1.893
1592291187.383,-0.588,-10.091,-2.236
1592291187.387,0.0,-8.542,-2.736
1592291187.391,1.01,-9.228,-3.423
1592291187.395,1.108,-10.052,-2.913
1592291187.399,0.471,-8.806,-3.001
1592291187.403,0.324,-9.14,-1.677
1592291187.406,0.726,-9.101,-0.853
1592291187.41,0.99,-10.689,-1.912
1592291187.414,0.471,-8.738,-2.099
1592291187.418,0.569,-10.209,-2.52
1592291187.422,-0.186,-8.12,-2.393
1592291187.426,-0.686,-10.111,-2.913
1592291187.43,1.049,-8.463,-2.079
1592291187.434,2.118,-8.904,-2.197
1592291187.438,1.432,-10.13,-2.677
1592291187.442,0.108,-8.698,-3.02
1592291187.446,-1.314,-7.433,-2.491
1592291187.45,-1.648,-8.865,-1.393
1592291187.454,-0.686,-10.709,-1.589
1592291187.458,-0.029,-8.64,-0.108
1592291187.462,0.363,-11.229,-1.206
1592291187.465,-0.206,-9.669,-3.334
1592291187.469,-1.412,-7.894,-4.138
1592291187.473,-1.853,-9.807,-3.923
1592291187.477,-1.569,-8.865,-3.079
1592291187.481,-1.147,-9.179,-1.834
1592291187.485,-0.608,-8.767,-0.932
1592291187.489,0.167,-9.022,-2.05
1592291187.493,0.431,-8.757,-2.256
1592291187.497,0.049,-10.611,-2.334
1592291187.501,-0.412,-10.827,-3.099
1592291187.505,-1.089,-8.463,-2.756
1592291187.509,-0.726,-8.404,-2.795
1592291187.513,0.824,-9.591,-3.599
1592291187.517,1.53,-8.787,-3.364
1592291187.521,1.334,-9.63,-2.236
1592291187.524,0.471,-10.454,-1.716
1592291187.528,-0.51,-9.307,-1.314
1592291187.532,-0.549,-9.326,-1.226
1592291187.536,0.245,-10.268,-2.079
1592291187.54,0.951,-10.209,-3.844
1592291187.544,1.471,-8.983,-4.08
1592291187.548,1.206,-9.042,-3.04
1592291187.552,-0.245,-8.826,-2.501
1592291187.556,-0.451,-7.698,-0.951
1592291187.56,0.726,-11.072,-1.314
1592291187.564,1.53,-10.954,-3.315
1592291187.568,1.471,-10.307,-4.923
1592291187.572,1.167,-9.964,-4.609
1592291187.576,-0.226,-8.846,-3.825
1592291187.579,-0.804,-10.954,-1.971
1592291187.583,0.588,-10.63,-0.726
1592291187.587,1.549,-9.503,-1.275
1592291187.591,0.99,-9.748,-2.118
1592291187.595,-0.588,-8.1,-2.873
1592291187.599,-2.56,-7.502,-1.775
1592291187.603,-2.658,-10.856,-0.706
1592291187.607,-1.128,-9.983,-1.569
1592291187.611,0.049,-8.336,-2.197
1592291187.615,0.226,-9.326,-2.913
1592291187.619,-0.147,-8.806,-3.423
1592291187.623,-1.108,-9.522,-1.912
1592291187.627,-2.452,-9.944,-0.834
1592291187.631,-2.491,-7.737,-0.765
1592291187.635,-1.147,-8.218,-1.206
1592291187.638,-0.412,-9.101,-1.353
1592291187.642,-0.765,-11.091,-1.873
1592291187.646,-1.069,-9.483,-1.697
1592291187.65,-1.991,-7.757,-1.334
1592291187.654,-2.756,-10.748,-2.05
1592291187.658,-1.128,-9.611,-4.305
1592291187.662,1.589,-7.943,-4.54
1592291187.666,3.619,-11.278,-5.247
1592291187.67,4.521,-9.611,-5.953
1592291187.674,2.854,-7.777,-4.08
1592291187.678,1.089,-10.385,-1.667
1592291187.682,1.167,-10.424,-1.167
1592291187.686,1.608,-10.728,0.029
1592291187.69,2.579,-11.65,-0.412
1592291187.694,3.56,-9.767,-2.138
1592291187.697,1.795,-7.796,-1.755
1592291187.701,-1.589,-8.787,-0.108
1592291187.705,-4.001,-8.002,0.49
1592291187.709,-4.423,-7.6,0.932
1592291187.713,-2.795,-8.444,-1.128
1592291187.717,-1.069,-9.159,-5.07
1592291187.721,0.206,-8.061,-6.874
1592291187.725,1.334,-10.013,-6.531
1592291187.729,1.952,-11.091,-5.001
1592291187.733,1.334,-11.091,-3.825
1592291187.737,1.491,-9.12,-2.069
1592291187.741,1.01,-10.346,-1.471
1592291187.745,-0.069,-9.287,-2.216
1592291187.749,0.147,-9.669,-2.138
1592291187.752,0.451,-9.728,-0.588
1592291187.756,0.912,-10.895,-0.49
1592291187.76,1.471,-9.179,0.029
1592291187.764,0.0,-7.031,-0.343
1592291187.768,-1.471,-9.081,-2.736
1592291187.772,-2.118,-7.679,-2.795
1592291187.776,-1.667,-8.179,-2.099
1592291187.78,-0.412,-8.081,-0.99
1592291187.784,-0.029,-9.542,-0.971
1592291187.788,0.284,-9.787,-1.677
1592291187.792,0.431,-10.65,-2.913
1592291187.796,0.167,-11.778,-4.099
1592291187.8,-1.03,-10.326,-4.58
1592291187.804,-1.608,-10.434,-3.423
1592291187.808,-1.697,-10.424,-2.501
1592291187.811,-0.726,-9.542,-2.01
1592291187.815,0.765,-9.463,-2.099
1592291187.819,1.775,-9.611,-2.295
1592291187.823,0.206,-9.081,-2.677
1592291187.827,-2.275,-9.003,-1.952
1592291187.831,-3.197,-8.002,-0.971
1592291187.835,-2.922,-7.473,-0.206
1592291187.839,-1.648,-8.463,-0.167
1592291187.843,-0.147,-8.865,-1.069
1592291187.847,-0.785,-8.041,-1.736
1592291187.851,-2.658,-7.757,-2.118
1592291187.855,-3.579,-8.061,-1.697
1592291187.859,-3.481,-8.6,-1.648
1592291187.863,-2.452,-9.709,-1.667
1592291187.867,-1.353,-10.454,-2.118
1592291187.87,-1.491,-10.032,-2.942
1592291187.874,-2.099,-9.042,-2.913
1592291187.878,-1.952,-10.169,-2.677
1592291187.882,-1.049,-10.091,-2.197
1592291187.886,-0.108,-10.856,-2.295
1592291187.89,0.99,-11.052,-3.04
1592291187.894,1.589,-8.463,-3.766
1592291187.898,1.775,-9.885,-3.736
1592291187.902,2.815,-10.052,-3.56
1592291187.906,2.314,-8.787,-2.716
1592291187.91,1.373,-11.395,-1.716
1592291187.914,2.471,-11.68,-2.599
1592291187.918,3.001,-8.179,-2.05
1592291187.922,2.452,-11.68,-1.853
1592291187.925,2.913,-9.767,-2.471
1592291187.929,2.491,-9.885,-2.314
1592291187.933,0.186,-9.728,-0.029
1592291187.937,-1.255,-10.209,-0.588
1592291187.941,-2.079,-8.561,0.088
1592291187.945,-2.079,-9.208,0.206
1592291187.949,-2.079,-11.611,-2.893
1592291187.953,-1.971,-8.542,-4.482
1592291187.957,-1.294,-10.346,-3.923
1592291187.961,-1.03,-10.474,-3.883
1592291187.965,0.206,-8.679,-3.442
1592291187.969,1.716,-9.787,-1.991
1592291187.973,1.667,-11.699,-2.873
1592291187.977,-0.343,-9.463,-4.187
1592291187.981,-1.667,-8.581,-3.138
1592291187.984,-0.932,-8.826,-2.05
1592291187.988,0.588,-10.111,-1.716
1592291187.992,0.834,-10.248,-0.628
1592291187.996,0.088,-9.885,-2.079
1592291188.0,-0.647,-7.855,-2.942
1592291188.004,-1.755,-8.385,-3.442
1592291188.008,-1.648,-7.777,-3.079
1592291188.012,-0.412,-7.875,-1.648
1592291188.016,0.873,-9.905,-0.667
1592291188.02,0.932,-9.748,-1.736
1592291188.024,0.363,-9.208,-2.873
1592291188.028,-0.069,-8.767,-2.716
1592291188.032,0.51,-9.846,-3.501
1592291188.036,1.471,-9.365,-3.04
1592291188.04,2.177,-9.424,-1.912
1592291188.043,2.471,-10.63,-0.029
1592291188.047,2.099,-12.562,-0.147
1592291188.051,1.471,-11.719,-0.471
1592291188.055,0.324,-9.042,-0.745
1592291188.059,-0.343,-12.798,-3.02
1592291188.063,-0.99,-9.807,-4.227
1592291188.067,-0.284,-9.581,-4.246
1592291188.071,0.873,-7.139,-3.481
1592291188.075,-0.343,-8.483,-2.922
1592291188.079,-1.255,-8.257,-1.226
1592291188.083,-1.795,-8.365,-0.667
1592291188.087,-1.373,-7.855,-0.53
1592291188.091,1.108,-10.748,-1.795
1592291188.095,3.423,-10.532,-3.138
1592291188.099,3.403,-8.424,-3.619
1592291188.102,2.854,-10.954,-3.942
1592291188.106,1.314,-8.502,-4.119
1592291188.11,-0.127,-6.855,-1.432
1592291188.114,0.382,-11.131,1.373
1592291188.118,1.608,-12.758,0.912
1592291188.122,1.893,-10.013,0.471
1592291188.126,1.167,-11.67,-2.069
1592291188.13,-0.029,-9.248,-4.364
1592291188.134,-0.667,-9.944,-5.001
1592291188.138,-0.471,-9.14,-3.403
1592291188.142,-0.765,-6.737,-1.893
1592291188.146,-0.549,-9.444,-0.667
1592291188.15,-0.049,-6.531,-0.431
1592291188.154,0.029,-8.238,-1.873
1592291188.157,-0.108,-9.807,-3.119
1592291188.161,-0.167,-8.316,-4.305
1592291188.165,-0.932,-9.865,-3.236
1592291188.169,-2.658,-10.474,-2.618
1592291188.173,-3.599,-7.031,-2.216
1592291188.177,-2.275,-8.081,-1.353
1592291188.181,0.49,-10.111,-1.775
1592291188.185,1.912,-10.071,-1.412
1592291188.189,1.491,-11.65,0.01
1592291188.193,0.549,-10.934,-0.343
1592291188.197,-1.03,-9.944,-1.167
1592291188.201,-2.834,-10.591,-2.393
1592291188.205,-3.334,-8.581,-4.158
1592291188.209,-2.393,-7.581,-3.462
1592291188.213,-2.079,-7.659,-2.334
1592291188.216,-1.697,-7.718,-1.853
1592291188.22,-1.089,-7.679,-1.089
1592291188.224,-1.736,-8.159,-1.549
1592291188.228,-2.834,-9.689,-3.844
1592291188.232,-2.775,-8.865,-5.247
1592291188.236,-2.295,-7.777,-4.501
1592291188.24,-2.334,-9.208,-3.619
1592291188.244,-2.01,-8.296,-2.256
1592291188.248,-0.824,-7.541,-0.363
1592291188.252,0.971,-11.229,-0.628
1592291188.256,1.952,-10.385,-2.314
1592291188.26,1.226,-9.65,-2.716
1592291188.264,0.971,-9.542,-2.138
1592291188.268,0.853,-11.719,-2.177
1592291188.272,0.51,-11.209,-0.912
1592291188.275,1.334,-12.199,-1.049
1592291188.279,1.952,-9.787,-1.128
1592291188.283,1.53,-10.876,-1.991
1592291188.286,0.706,-10.454,-2.501
1592291188.29,-0.147,-9.611,-2.099
1592291188.294,-1.549,-10.493,-2.197
1592291188.298,-2.56,-8.336,-2.756
1592291188.302,-2.54,-8.64,-3.334
1592291188.306,-2.393,-7.963,-2.452
1592291188.31,-2.579,-9.885,-2.471
1592291188.314,-2.618,-8.904,-1.549
1592291188.318,-1.755,-7.855,-1.432
1592291188.322,-1.226,-8.404,-1.432
1592291188.326,-0.785,-10.827,-2.913
1592291188.33,-0.588,-8.179,-3.138
1592291188.334,-1.775,-7.875,-1.314
1592291188.338,-1.755,-10.572,-0.765
1592291188.341,-0.745,-9.228,-0.206
1592291188.345,-0.549,-9.924,0.628
1592291188.349,-0.363,-11.278,-0.245
1592291188.353,-0.402,-9.463,-1.677
1592291188.357,-0.824,-9.346,-1.716
1592291188.361,-0.431,-10.091,-2.314
1592291188.365,-0.343,-10.268,-2.716
1592291188.369,0.324,-9.189,-1.834
1592291188.373,1.677,-9.826,-2.677
1592291188.377,1.432,-7.541,-2.658
1592291188.381,0.471,-10.032,-3.383
1592291188.385,0.069,-8.542,-3.256
1592291188.389,-0.804,-9.061,-2.393
1592291188.393,-1.245,-9.424,-1.912
1592291188.397,-0.51,-8.061,-1.471
1592291188.4,0.167,-10.326,-0.971
1592291188.404,0.971,-10.689,-2.05
1592291188.408,1.491,-7.757,-2.795
1592291188.412,0.834,-9.081,-1.775
1592291188.416,0.363,-10.807,-2.354
1592291188.42,-0.451,-6.61,-1.128
1592291188.424,-0.853,-10.454,0.206
1592291188.428,0.01,-10.493,-1.03
1592291188.432,0.647,-8.061,-2.716
1592291188.436,-0.069,-8.865,-2.03
1592291188.44,-1.187,-10.434,-2.716
1592291188.444,-1.736,-9.885,-2.079
1592291188.448,-1.628,-7.777,0.245
1592291188.452,-0.382,-10.385,-0.834
1592291188.455,0.49,-8.257,-2.501
1592291188.459,0.608,-8.698,-3.119
1592291188.463,-0.363,-9.365,-3.383
1592291188.467,-1.314,-8.904,-2.834
1592291188.471,-0.932,-9.179,-1.912
1592291188.475,-0.304,-8.826,-1.353
1592291188.479,0.304,-10.111,-2.01
1592291188.483,0.686,-10.032,-3.119
1592291188.487,0.049,-8.983,-3.334
1592291188.491,-0.471,-10.326,-3.158
1592291188.495,-0.147,-8.502,-2.138
1592291188.499,0.265,-9.159,-1.167
1592291188.503,0.471,-10.709,-1.187
1592291188.507,0.49,-9.826,-2.412
1592291188.511,0.588,-8.444,-2.962
1592291188.514,0.569,-9.689,-3.423
1592291188.518,0.186,-8.738,-3.579
1592291188.522,-0.667,-9.503,-2.697
1592291188.526,-1.187,-9.405,-1.069
1592291188.53,-0.892,-9.905,-1.628
1592291188.534,-0.53,-8.081,-2.236
1592291188.538,-0.029,-7.433,-2.118
1592291188.542,-0.069,-10.493,-2.854
1592291188.546,-1.089,-7.983,-1.206
1592291188.55,-2.118,-9.208,0.49
1592291188.554,-2.138,-7.983,0.549
1592291188.558,-1.697,-6.835,0.069
1592291188.562,-1.01,-9.061,-0.853
1592291188.566,-0.363,-8.463,-2.275
1592291188.57,-0.834,-8.316,-1.853
1592291188.573,-1.393,-8.502,-0.785
1592291188.577,-0.382,-9.208,-1.353
1592291188.581,0.304,-8.659,-1.412
1592291188.585,1.245,-11.513,-3.295
1592291188.589,1.775,-8.542,-4.668
1592291188.593,0.824,-10.091,-4.609
1592291188.597,-0.402,-10.248,-3.442
1592291188.601,-0.402,-7.757,-2.197
1592291188.605,0.412,-9.483,0.588
1592291188.609,0.412,-10.434,0.167
1592291188.613,-0.049,-9.826,-1.226
1592291188.617,-1.069,-7.051,-0.451
1592291188.621,-1.128,-8.698,-0.853
1592291188.625,-0.834,-7.855,-0.451
1592291188.628,-0.608,-8.944,-0.51
1592291188.632,-0.726,-7.473,-0.284
1592291188.636,-0.892,-10.876,-1.373
1592291188.64,-0.471,-9.061,-2.354
1592291188.644,0.206,-8.424,-3.54
1592291188.648,0.412,-10.552,-4.501
1592291188.652,-0.088,-10.13,-5.305
1592291188.656,-0.745,-9.267,-3.697
1592291188.66,-0.765,-10.65,-1.795
1592291188.664,-0.127,-10.67,-1.814
1592291188.668,0.01,-7.943,-1.167
1592291188.672,0.186,-10.572,-2.471
1592291188.676,-0.088,-9.061,-3.864
1592291188.68,-1.069,-8.296,-3.481
1592291188.684,-1.275,-10.934,-2.177
1592291188.687,-0.873,-8.924,-2.432
1592291188.691,-0.647,-6.61,-1.873
1592291188.695,0.147,-10.169,-1.648
1592291188.699,0.765,-10.326,-4.688
1592291188.703,-0.206,-6.472,-4.344
1592291188.707,-1.451,-9.042,-2.834
1592291188.711,-1.373,-9.65,-2.599
1592291188.715,-0.608,-8.6,-1.412
1592291188.719,0.804,-9.14,-1.069
1592291188.723,2.01,-10.189,-2.736
1592291188.727,1.608,-11.278,-4.482
1592291188.731,0.451,-7.777,-4.482
1592291188.735,-0.382,-8.865,-2.471
1592291188.739,-0.628,-10.954,-1.912
1592291188.742,-0.049,-9.208,-2.618
1592291188.746,0.324,-8.002,-2.354
1592291188.75,1.03,-11.67,-4.384
1592291188.754,1.128,-9.267,-5.423
1592291188.758,0.265,-9.189,-2.775
1592291188.762,-0.412,-11.758,-1.775
1592291188.766,-0.628,-8.296,-2.079
1592291188.77,0.0,-9.483,-0.726
1592291188.774,0.206,-10.532,-1.952
1592291188.778,-0.804,-8.345,-3.599
1592291188.782,-3.079,-7.894,-1.334
1592291188.786,-3.785,-10.111,-1.834
1592291188.79,-3.295,-7.561,-2.638
1592291188.794,-2.815,-7.757,-1.667
1592291188.798,-0.745,-11.15,-2.893
1592291188.801,-0.284,-7.816,-4.099
1592291188.805,-1.108,-8.14,-3.403
1592291188.809,-1.01,-8.6,-2.01
1592291188.813,-0.853,-9.287,-1.275
1592291188.817,-0.412,-9.208,-1.226
1592291188.821,0.667,-8.14,-1.775
1592291188.825,0.431,-11.072,-3.54
1592291188.829,-0.824,-8.424,-4.403
1592291188.833,-1.667,-9.061,-3.099
1592291188.837,-1.628,-9.65,-1.432
1592291188.841,-0.186,-9.591,-1.893
1592291188.845,0.167,-9.542,-1.667
1592291188.849,-0.706,-10.572,-1.667
1592291188.853,-1.089,-11.248,-3.099
1592291188.857,-0.706,-8.444,-3.02
1592291188.86,0.412,-8.679,-2.873
1592291188.864,1.353,-11.611,-3.619
1592291188.868,1.206,-9.424,-3.521
1592291188.872,0.686,-9.826,-1.373
1592291188.876,0.108,-12.494,-1.589
1592291188.88,0.245,-8.757,-2.962
1592291188.884,1.373,-9.248,-2.177
1592291188.888,1.412,-11.915,-4.001
1592291188.892,0.324,-8.424,-4.482
1592291188.896,0.108,-10.366,-1.873
1592291188.9,0.853,-10.454,-1.491
1592291188.904,0.951,-7.277,-1.952
1592291188.908,0.108,-8.581,-2.118
1592291188.912,-0.49,-6.914,-3.403
1592291188.915,-1.226,-8.463,-5.129
1592291188.919,-1.648,-7.757,-3.521
1592291188.923,-0.834,-8.718,-2.501
1592291188.927,0.363,-6.874,-1.755
1592291188.931,0.608,-7.522,-2.56
1592291188.935,0.226,-10.748,-3.785
1592291188.939,-0.304,-8.159,-4.786
1592291188.943,0.667,-8.885,-3.275
1592291188.947,1.049,-9.561,-0.667
1592291188.951,-0.029,-10.807,-0.588
1592291188.955,-0.824,-8.198,-0.706
1592291188.959,-1.471,-9.944,-1.471
1592291188.963,-1.873,-10.209,-3.462
1592291188.967,-0.324,-8.365,-5.384
1592291188.971,1.03,-7.924,-2.922
1592291188.974,-0.382,-10.807,-2.373
1592291188.978,-0.912,-9.179,-1.873
1592291188.982,-0.647,-7.6,-0.186
1592291188.986,-0.951,-9.081,-1.147
1592291188.99,-0.804,-8.041,-4.08
1592291188.994,0.647,-6.796,-3.785
1592291188.998,0.628,-7.855,-1.648
1592291189.002,0.0,-11.572,-1.471
1592291189.006,1.353,-9.385,-0.608
1592291189.01,2.922,-9.405,-0.471
1592291189.014,1.549,-11.131,-2.52
1592291189.018,-0.892,-10.003,-5.609
1592291189.022,-1.814,-5.953,-2.756
1592291189.026,-2.354,-10.915,-0.785
1592291189.029,-1.51,-10.326,-0.226
